id,adresse IP,site,temps passé
23942,61.166.227.46,Twitch,53.2
23943,165.203.91.156,Twitch,144.1
23944,177.233.244.135,YouTube,505.1
23945,177.233.244.135,WhatsApp,380.0
23946,177.233.244.135,Instagram,317.7
23947,177.233.244.135,Facebook,110.8
23948,177.233.244.135,LinkedIn,188.0
23949,177.233.244.135,Pinterest,103.4
23950,177.233.244.135,Twitch,123.8
23951,177.233.244.135,Facebook Messenger,196.0
23952,120.230.147.64,WhatsApp,245.3
23953,110.86.150.93,Instagram,389.7
23954,110.86.150.93,WeChat,88.4
23955,110.86.150.93,Facebook,129.6
23956,110.86.150.93,Pinterest,88.3
23957,110.86.150.93,X,152.4
23958,104.165.16.235,QQ,34.9
23959,104.165.16.235,TikTok,333.5
23960,104.165.16.235,Pinterest,122.8
23961,104.165.16.235,Snapchat,238.6
23962,104.165.16.235,YouTube,578.0
23963,104.165.16.235,WeChat,114.0
23964,104.165.16.235,Twitch,68.0
23965,104.165.16.235,Instagram,352.3
23966,77.98.132.62,QQ,65.8
23967,77.98.132.62,Snapchat,253.1
23968,240.149.0.234,WeChat,133.3
23969,240.149.0.234,QQ,43.0
23970,240.149.0.234,TikTok,269.8
23971,240.149.0.234,Twitch,119.5
23972,240.149.0.234,WhatsApp,226.8
23973,240.149.0.234,YouTube,409.8
23974,249.237.126.102,WhatsApp,189.5
23975,249.237.126.102,Pinterest,99.0
23976,249.237.126.102,Instagram,408.4
23977,249.237.126.102,LinkedIn,139.1
23978,249.237.126.102,WeChat,129.6
23979,249.237.126.102,Snapchat,280.6
23980,249.237.126.102,X,190.9
23981,216.194.84.139,Pinterest,104.7
23982,216.194.84.139,TikTok,232.5
23983,29.165.117.228,Instagram,339.3
23984,29.165.117.228,WhatsApp,404.2
23985,29.165.117.228,X,192.4
23986,29.165.117.228,Pinterest,140.5
23987,29.165.117.228,YouTube,531.1
23988,29.165.117.228,Snapchat,230.9
23989,29.165.117.228,QQ,41.6
23990,111.178.170.97,Instagram,288.6
23991,111.178.170.97,WhatsApp,252.0
23992,111.178.170.97,Facebook,139.3
23993,99.246.136.48,Pinterest,99.7
23994,99.246.136.48,Instagram,304.4
23995,99.246.136.48,YouTube,516.5
23996,99.246.136.48,Facebook Messenger,157.1
23997,99.246.136.48,Facebook,176.3
23998,65.152.104.5,WeChat,134.4
23999,240.59.76.219,Pinterest,113.8
24000,240.59.76.219,Snapchat,161.6
24001,240.59.76.219,Instagram,294.2
24002,240.59.76.219,Facebook,39.2
24003,240.59.76.219,WeChat,74.9
24004,240.59.76.219,QQ,47.1
24005,240.59.76.219,YouTube,295.6
24006,0.180.49.226,WhatsApp,346.3
24007,0.180.49.226,Facebook Messenger,160.2
24008,0.180.49.226,YouTube,489.6
24009,0.180.49.226,Instagram,311.6
24010,119.199.209.6,QQ,54.2
24011,119.199.209.6,Pinterest,85.2
24012,119.199.209.6,Snapchat,431.0
24013,119.199.209.6,Facebook Messenger,106.8
24014,119.199.209.6,WhatsApp,500.4
24015,119.199.209.6,Instagram,271.9
24016,119.199.209.6,Facebook,193.2
24017,240.177.131.155,WhatsApp,406.8
24018,240.177.131.155,Twitch,80.5
24019,240.177.131.155,X,193.4
24020,240.177.131.155,WeChat,126.0
24021,240.177.131.155,QQ,27.9
24022,69.250.78.162,LinkedIn,104.2
24023,69.250.78.162,WeChat,100.6
24024,69.250.78.162,Facebook Messenger,158.1
24025,69.250.78.162,X,177.6
24026,74.133.251.152,Instagram,228.8
24027,74.133.251.152,WeChat,91.6
24028,74.133.251.152,Facebook Messenger,106.0
24029,0.250.209.6,Facebook,175.5
24030,16.245.172.220,LinkedIn,195.1
24031,16.245.172.220,Instagram,318.6
24032,16.245.172.220,WhatsApp,231.0
24033,19.120.101.30,Facebook Messenger,221.6
24034,19.120.101.30,TikTok,349.4
24035,19.120.101.30,LinkedIn,191.5
24036,207.255.200.62,QQ,63.1
24037,207.255.200.62,WhatsApp,231.0
24038,207.255.200.62,YouTube,685.6
24039,207.255.200.62,TikTok,396.8
24040,207.255.200.62,Instagram,190.1
24041,207.255.200.62,WeChat,68.0
24042,207.255.200.62,Facebook,126.6
24043,207.255.200.62,Snapchat,285.8
24044,246.66.203.74,WeChat,88.8
24045,246.66.203.74,LinkedIn,153.5
24046,246.66.203.74,YouTube,649.9
24047,246.66.203.74,Snapchat,382.3
24048,246.66.203.74,TikTok,391.7
24049,246.66.203.74,Instagram,289.1
24050,246.66.203.74,QQ,52.8
24051,91.29.159.65,LinkedIn,119.6
24052,91.29.159.65,Facebook Messenger,144.4
24053,91.29.159.65,Instagram,393.8
24054,91.29.159.65,WhatsApp,288.1
24055,91.29.159.65,Pinterest,81.5
24056,185.247.201.207,Twitch,96.2
24057,185.247.201.207,Facebook,124.8
24058,185.247.201.207,WeChat,88.4
24059,185.247.201.207,X,109.3
24060,185.247.201.207,Instagram,237.8
24061,185.247.201.207,YouTube,404.0
24062,185.247.201.207,TikTok,213.8
24063,95.207.162.21,Facebook Messenger,117.3
24064,95.207.162.21,YouTube,604.3
24065,95.207.162.21,LinkedIn,139.6
24066,87.171.19.145,Snapchat,147.7
24067,87.171.19.145,Facebook Messenger,156.1
24068,200.211.95.173,Twitch,65.2
24069,200.211.95.173,Facebook,168.0
24070,200.211.95.173,WeChat,96.6
24071,200.211.95.173,Instagram,276.1
24072,200.211.95.173,Snapchat,349.1
24073,200.211.95.173,WhatsApp,204.3
24074,200.211.95.173,Pinterest,166.2
24075,158.192.149.174,Twitch,107.0
24076,158.192.149.174,Instagram,277.3
24077,158.192.149.174,WhatsApp,355.6
24078,158.192.149.174,QQ,63.1
24079,158.192.149.174,Facebook,143.2
24080,158.192.149.174,LinkedIn,178.8
24081,158.192.149.174,TikTok,245.7
24082,102.48.47.75,WhatsApp,386.8
24083,102.48.47.75,Pinterest,112.3
24084,104.165.163.208,Twitch,110.7
24085,104.165.163.208,YouTube,512.3
24086,104.165.163.208,WeChat,102.1
24087,104.165.163.208,TikTok,350.2
24088,104.165.163.208,X,156.9
24089,104.165.163.208,Facebook,190.1
24090,104.165.163.208,LinkedIn,145.9
24091,172.220.198.126,LinkedIn,134.1
24092,142.32.87.25,Snapchat,260.1
24093,142.32.87.25,WeChat,81.2
24094,142.32.87.25,TikTok,275.8
24095,142.32.87.25,WhatsApp,243.0
24096,142.32.87.25,Twitch,121.5
24097,142.32.87.25,Pinterest,79.7
24098,187.72.117.178,YouTube,719.0
24099,187.72.117.178,Facebook Messenger,129.7
24100,187.72.117.178,Twitch,167.9
24101,187.72.117.178,Snapchat,245.7
24102,187.72.117.178,Instagram,453.8
24103,187.72.117.178,LinkedIn,152.8
24104,224.139.172.24,Snapchat,303.7
24105,224.139.172.24,LinkedIn,117.7
24106,224.139.172.24,Pinterest,72.1
24107,224.139.172.24,WeChat,124.5
24108,224.139.172.24,Instagram,330.1
24109,206.71.134.96,X,152.2
24110,206.71.134.96,YouTube,547.8
24111,206.71.134.96,Snapchat,185.8
24112,206.71.134.96,WhatsApp,301.3
24113,206.71.134.96,TikTok,279.0
24114,206.71.134.96,QQ,43.1
24115,206.71.134.96,Facebook Messenger,143.3
24116,219.155.153.52,Facebook Messenger,165.9
24117,219.155.153.52,WeChat,96.9
24118,184.44.152.218,TikTok,151.1
24119,184.44.152.218,QQ,39.7
24120,184.44.152.218,X,162.7
24121,184.44.152.218,Facebook,146.7
24122,184.44.152.218,WhatsApp,252.0
24123,184.44.152.218,Instagram,193.2
24124,184.44.152.218,WeChat,119.2
24125,184.44.152.218,Pinterest,88.2
24126,183.9.181.216,WeChat,99.0
24127,183.9.181.216,Pinterest,82.9
24128,183.9.181.216,Facebook Messenger,152.0
24129,183.9.181.216,Snapchat,308.9
24130,183.9.181.216,Facebook,129.1
24131,183.9.181.216,Instagram,339.9
24132,183.9.181.216,X,157.2
24133,183.9.181.216,YouTube,492.6
24134,87.152.218.22,WhatsApp,245.5
24135,87.152.218.22,Snapchat,242.2
24136,87.152.218.22,QQ,47.4
24137,87.152.218.22,Twitch,110.4
24138,87.152.218.22,LinkedIn,167.9
24139,16.98.158.8,WhatsApp,378.1
24140,16.98.158.8,Pinterest,108.9
24141,16.98.158.8,WeChat,115.2
24142,16.98.158.8,Twitch,127.7
24143,16.98.158.8,Snapchat,275.6
24144,16.98.158.8,Facebook,182.3
24145,132.17.165.249,Facebook,150.4
24146,132.17.165.249,YouTube,417.4
24147,132.17.165.249,WeChat,89.8
24148,132.17.165.249,Pinterest,81.5
24149,132.17.165.249,Instagram,193.4
24150,132.17.165.249,X,171.6
24151,132.17.165.249,WhatsApp,328.3
24152,132.17.165.249,TikTok,297.7
24153,217.80.149.176,Facebook,145.7
24154,217.80.149.176,X,162.6
24155,230.80.5.73,WeChat,58.1
24156,230.80.5.73,Twitch,115.1
24157,230.80.5.73,X,162.5
24158,230.80.5.73,LinkedIn,204.6
24159,230.80.5.73,QQ,79.8
24160,230.80.5.73,WhatsApp,318.1
24161,230.80.5.73,TikTok,211.6
24162,103.252.24.88,TikTok,265.8
24163,166.147.59.68,WeChat,97.6
24164,166.147.59.68,YouTube,460.7
24165,199.235.21.243,Pinterest,78.0
24166,199.235.21.243,Facebook,120.4
24167,199.235.21.243,Snapchat,229.4
24168,199.235.21.243,Twitch,107.0
24169,20.18.239.225,Facebook Messenger,161.4
24170,20.18.239.225,Pinterest,104.2
24171,20.18.239.225,WeChat,114.0
24172,20.18.239.225,Twitch,119.7
24173,20.18.239.225,X,158.8
24174,20.18.239.225,TikTok,320.3
24175,141.213.28.206,Facebook,168.2
24176,197.200.14.111,Pinterest,107.6
24177,197.200.14.111,LinkedIn,192.4
24178,197.200.14.111,Instagram,307.5
24179,128.197.27.155,Twitch,126.5
24180,128.197.27.155,QQ,50.1
24181,128.197.27.155,TikTok,252.3
24182,128.197.27.155,WhatsApp,307.3
24183,128.197.27.155,Facebook Messenger,125.2
24184,128.197.27.155,X,156.2
24185,128.197.27.155,Pinterest,110.1
24186,128.197.27.155,Snapchat,327.0
24187,251.129.89.18,YouTube,654.1
24188,251.129.89.18,LinkedIn,89.2
24189,251.129.89.18,Pinterest,97.1
24190,251.129.89.18,Facebook,164.1
24191,251.129.89.18,TikTok,238.0
24192,251.129.89.18,Twitch,154.2
24193,251.129.89.18,WeChat,123.1
24194,148.133.208.35,Pinterest,112.9
24195,148.133.208.35,TikTok,399.0
24196,148.133.208.35,Twitch,172.9
24197,148.133.208.35,QQ,36.6
24198,226.106.10.181,WhatsApp,361.4
24199,226.106.10.181,Snapchat,129.5
24200,226.106.10.181,Instagram,205.4
24201,12.80.181.216,Facebook Messenger,212.9
24202,189.175.163.195,QQ,42.1
24203,189.175.163.195,Twitch,77.1
24204,232.235.191.48,Pinterest,77.2
24205,232.235.191.48,Twitch,67.4
24206,89.236.15.7,WhatsApp,317.9
24207,89.236.15.7,WeChat,100.7
24208,89.236.15.7,QQ,54.2
24209,89.236.15.7,Instagram,423.8
24210,89.236.15.7,Pinterest,83.9
24211,193.11.64.88,LinkedIn,183.1
24212,193.11.64.88,X,180.5
24213,193.11.64.88,Facebook,198.6
24214,193.11.64.88,Snapchat,251.7
24215,193.11.64.88,Pinterest,119.8
24216,193.11.64.88,WhatsApp,297.5
24217,193.11.64.88,QQ,50.8
24218,193.11.64.88,Twitch,120.7
24219,70.57.221.35,Facebook Messenger,184.1
24220,70.57.221.35,X,152.1
24221,70.57.221.35,WeChat,83.0
24222,70.57.221.35,TikTok,129.3
24223,181.69.255.248,Facebook,191.3
24224,181.69.255.248,YouTube,410.9
24225,181.69.255.248,WhatsApp,388.0
24226,181.69.255.248,Pinterest,110.7
24227,210.157.198.6,QQ,65.0
24228,210.157.198.6,Facebook,167.0
24229,210.157.198.6,X,120.3
24230,210.157.198.6,WhatsApp,350.2
24231,210.157.198.6,Snapchat,176.5
24232,210.157.198.6,Instagram,304.5
24233,196.155.190.14,X,155.1
24234,196.155.190.14,QQ,48.7
24235,196.155.190.14,TikTok,237.6
24236,196.155.190.14,Pinterest,144.7
24237,196.155.190.14,YouTube,587.9
24238,196.155.190.14,Twitch,115.0
24239,55.196.199.97,Snapchat,206.9
24240,55.196.199.97,LinkedIn,106.8
24241,55.196.199.97,WhatsApp,282.8
24242,55.196.199.97,Instagram,300.4
24243,60.38.151.3,Twitch,108.0
24244,60.38.151.3,LinkedIn,153.3
24245,60.38.151.3,YouTube,519.9
24246,106.128.203.198,Instagram,414.8
24247,106.128.203.198,TikTok,239.0
24248,106.128.203.198,LinkedIn,71.6
24249,160.125.103.11,Instagram,118.2
24250,160.125.103.11,YouTube,612.0
24251,160.125.103.11,Facebook Messenger,186.5
24252,153.74.12.127,QQ,47.9
24253,153.74.12.127,WhatsApp,378.8
24254,153.74.12.127,Facebook Messenger,57.5
24255,153.74.12.127,Twitch,85.2
24256,153.74.12.127,Facebook,177.7
24257,153.74.12.127,YouTube,467.4
24258,153.74.12.127,Instagram,138.2
24259,231.142.57.150,Pinterest,122.4
24260,231.142.57.150,Facebook,124.7
24261,231.142.57.150,LinkedIn,129.7
24262,231.142.57.150,X,150.2
24263,231.142.57.150,Facebook Messenger,214.6
24264,231.142.57.150,WeChat,79.9
24265,231.142.57.150,Snapchat,294.0
24266,89.4.227.252,X,146.1
24267,89.4.227.252,Twitch,111.2
24268,89.4.227.252,YouTube,746.4
24269,248.254.209.51,QQ,55.1
24270,248.254.209.51,WhatsApp,469.8
24271,248.254.209.51,Pinterest,82.2
24272,248.254.209.51,Snapchat,285.8
24273,248.254.209.51,Facebook,143.4
24274,248.254.209.51,X,118.3
24275,248.254.209.51,Instagram,279.9
24276,39.238.96.232,YouTube,575.7
24277,39.238.96.232,TikTok,372.7
24278,247.187.144.103,X,157.6
24279,247.187.144.103,Snapchat,288.4
24280,247.187.144.103,YouTube,561.9
24281,247.187.144.103,WhatsApp,311.5
24282,247.187.144.103,Instagram,306.8
24283,247.187.144.103,TikTok,163.2
24284,247.187.144.103,Facebook Messenger,171.7
24285,232.237.214.127,Facebook,108.5
24286,232.237.214.127,YouTube,346.2
24287,141.221.132.33,YouTube,209.2
24288,141.221.132.33,Facebook Messenger,239.6
24289,141.221.132.33,Snapchat,249.7
24290,141.221.132.33,X,218.6
24291,141.221.132.33,WhatsApp,186.0
24292,141.221.132.33,QQ,50.7
24293,211.99.2.13,QQ,45.8
24294,211.99.2.13,Pinterest,90.3
24295,67.77.47.68,Twitch,71.7
24296,67.77.47.68,X,150.0
24297,67.77.47.68,Facebook,181.5
24298,67.77.47.68,Facebook Messenger,187.6
24299,88.61.62.25,WhatsApp,242.4
24300,88.61.62.25,TikTok,378.2
24301,88.61.62.25,Pinterest,132.5
24302,88.61.62.25,Snapchat,281.7
24303,88.61.62.25,Facebook,151.9
24304,5.102.140.207,TikTok,383.0
24305,5.102.140.207,Snapchat,316.0
24306,5.102.140.207,Twitch,109.3
24307,5.102.140.207,X,179.2
24308,5.102.140.207,QQ,49.5
24309,208.195.169.9,YouTube,401.9
24310,208.195.169.9,Instagram,388.0
24311,208.195.169.9,QQ,36.6
24312,208.195.169.9,WeChat,46.9
24313,208.195.169.9,Twitch,126.1
24314,208.195.169.9,LinkedIn,146.6
24315,165.225.188.147,Instagram,352.5
24316,165.225.188.147,WhatsApp,224.3
24317,165.225.188.147,QQ,60.6
24318,165.225.188.147,Facebook Messenger,127.4
24319,165.225.188.147,Facebook,187.9
24320,165.225.188.147,Pinterest,99.4
24321,165.225.188.147,WeChat,114.7
24322,170.180.64.135,Pinterest,31.2
24323,170.180.64.135,X,218.5
24324,170.180.64.135,WeChat,120.1
24325,170.180.64.135,Twitch,72.1
24326,170.180.64.135,YouTube,361.6
24327,170.180.64.135,Facebook,227.9
24328,170.180.64.135,Facebook Messenger,115.9
24329,170.180.64.135,QQ,73.7
24330,55.243.193.194,Snapchat,335.4
24331,55.243.193.194,WhatsApp,415.0
24332,5.185.143.142,LinkedIn,176.9
24333,5.185.143.142,Snapchat,131.9
24334,5.185.143.142,X,166.1
24335,85.192.226.42,WhatsApp,303.9
24336,85.192.226.42,Facebook,104.8
24337,85.192.226.42,WeChat,110.4
24338,85.192.226.42,Facebook Messenger,146.1
24339,85.192.226.42,QQ,62.2
24340,85.192.226.42,X,143.0
24341,194.54.104.127,YouTube,627.5
24342,248.17.19.143,TikTok,426.6
24343,248.17.19.143,QQ,57.2
24344,248.17.19.143,WeChat,170.6
24345,248.17.19.143,X,190.8
24346,248.17.19.143,Twitch,104.0
24347,248.17.19.143,LinkedIn,172.1
24348,248.17.19.143,Facebook Messenger,106.7
24349,248.17.19.143,Facebook,158.9
24350,246.243.3.216,Pinterest,125.2
24351,246.243.3.216,TikTok,317.6
24352,246.243.3.216,Facebook Messenger,148.9
24353,246.243.3.216,Facebook,148.1
24354,246.243.3.216,X,208.8
24355,246.243.3.216,LinkedIn,109.1
24356,106.211.92.215,Snapchat,229.1
24357,135.27.93.210,YouTube,428.3
24358,135.27.93.210,Pinterest,102.3
24359,135.27.93.210,QQ,60.6
24360,135.27.93.210,Facebook Messenger,133.8
24361,135.27.93.210,Snapchat,250.6
24362,135.27.93.210,Instagram,320.9
24363,135.27.93.210,TikTok,227.7
24364,96.39.106.75,Facebook Messenger,168.1
24365,96.39.106.75,Instagram,244.8
24366,96.39.106.75,X,140.4
24367,175.46.108.63,Instagram,191.9
24368,175.46.108.63,Pinterest,90.0
24369,175.46.108.63,YouTube,668.1
24370,175.46.108.63,WhatsApp,227.5
24371,175.46.108.63,QQ,53.8
24372,175.46.108.63,Facebook Messenger,172.9
24373,175.46.108.63,Facebook,159.3
24374,13.130.22.170,Facebook,124.8
24375,13.130.22.170,Snapchat,283.7
24376,13.130.22.170,Instagram,318.0
24377,13.130.22.170,Pinterest,61.7
24378,13.130.22.170,Twitch,99.3
24379,13.130.22.170,WhatsApp,280.1
24380,246.39.224.22,Instagram,356.1
24381,246.39.224.22,Pinterest,51.5
24382,246.39.224.22,Facebook,169.6
24383,246.39.224.22,YouTube,638.6
24384,246.39.224.22,TikTok,202.6
24385,246.39.224.22,X,130.1
24386,246.39.224.22,Snapchat,334.8
24387,249.83.79.120,QQ,52.5
24388,183.128.152.214,TikTok,251.8
24389,183.128.152.214,X,84.6
24390,183.128.152.214,WeChat,103.1
24391,183.128.152.214,YouTube,368.7
24392,183.128.152.214,QQ,53.9
24393,183.128.152.214,Pinterest,89.4
24394,135.250.93.192,WeChat,153.8
24395,129.104.224.149,TikTok,365.1
24396,129.104.224.149,QQ,32.0
24397,129.104.224.149,Facebook,139.0
24398,148.209.65.248,QQ,49.6
24399,148.209.65.248,WhatsApp,317.5
24400,76.223.225.216,Instagram,337.2
24401,76.223.225.216,Facebook Messenger,169.6
24402,76.223.225.216,YouTube,418.4
24403,76.223.225.216,TikTok,461.1
24404,76.223.225.216,Twitch,150.6
24405,76.223.225.216,Facebook,186.4
24406,76.223.225.216,X,184.9
24407,193.199.138.182,Instagram,404.7
24408,193.199.138.182,Twitch,83.7
24409,193.199.138.182,Facebook,141.2
24410,193.199.138.182,YouTube,532.4
24411,193.199.138.182,WeChat,113.2
24412,193.199.138.182,X,143.6
24413,193.199.138.182,Snapchat,211.1
24414,193.199.138.182,WhatsApp,188.3
24415,74.195.168.221,LinkedIn,121.1
24416,137.181.166.173,TikTok,306.9
24417,137.181.166.173,QQ,40.8
24418,137.181.166.173,WeChat,120.5
24419,137.181.166.173,Facebook,146.1
24420,137.181.166.173,Twitch,98.7
24421,137.181.166.173,WhatsApp,359.1
24422,3.83.203.162,X,148.7
24423,3.83.203.162,Facebook Messenger,207.0
24424,3.83.203.162,TikTok,287.5
24425,117.50.199.66,Twitch,105.9
24426,117.50.199.66,Facebook,122.7
24427,117.50.199.66,WeChat,84.2
24428,246.31.74.40,QQ,59.9
24429,146.19.209.243,WhatsApp,289.0
24430,146.19.209.243,QQ,32.7
24431,146.19.209.243,Facebook,192.2
24432,146.19.209.243,LinkedIn,178.8
24433,146.19.209.243,X,132.0
24434,146.19.209.243,Facebook Messenger,120.9
24435,146.19.209.243,Snapchat,282.0
24436,146.19.209.243,Pinterest,121.1
24437,41.221.29.216,YouTube,592.9
24438,41.221.29.216,Facebook,127.3
24439,41.221.29.216,TikTok,459.9
24440,41.221.29.216,WeChat,106.2
24441,41.221.29.216,QQ,30.2
24442,41.221.29.216,WhatsApp,362.1
24443,248.14.241.140,Twitch,90.5
24444,248.14.241.140,WhatsApp,374.8
24445,248.14.241.140,YouTube,374.7
24446,255.249.4.226,Facebook,98.3
24447,121.221.234.62,Facebook Messenger,169.0
24448,121.221.234.62,Twitch,132.0
24449,121.221.234.62,LinkedIn,147.7
24450,121.221.234.62,YouTube,462.1
24451,228.204.50.212,TikTok,248.5
24452,228.204.50.212,Pinterest,104.2
24453,228.204.50.212,Snapchat,306.2
24454,158.53.156.225,Facebook Messenger,161.6
24455,158.53.156.225,Twitch,109.7
24456,158.53.156.225,Facebook,203.2
24457,158.53.156.225,X,142.8
24458,158.53.156.225,TikTok,249.7
24459,254.240.199.222,LinkedIn,143.0
24460,254.240.199.222,Facebook,106.9
24461,254.240.199.222,WhatsApp,366.9
24462,254.240.199.222,Snapchat,168.0
24463,254.240.199.222,YouTube,563.3
24464,254.240.199.222,X,121.9
24465,254.240.199.222,WeChat,68.2
24466,112.183.56.24,Instagram,329.4
24467,112.183.56.24,TikTok,323.0
24468,112.183.56.24,WeChat,99.9
24469,246.208.115.236,Pinterest,98.0
24470,246.208.115.236,Instagram,308.6
24471,246.208.115.236,Twitch,68.8
24472,154.48.34.46,Instagram,338.9
24473,154.48.34.46,WeChat,63.7
24474,154.48.34.46,Snapchat,355.9
24475,154.48.34.46,YouTube,431.0
24476,154.48.34.46,X,159.3
24477,154.48.34.46,QQ,37.0
24478,154.48.34.46,WhatsApp,351.7
24479,69.172.26.176,Instagram,449.5
24480,69.172.26.176,WeChat,132.4
24481,69.172.26.176,QQ,70.0
24482,69.172.26.176,Facebook,234.6
24483,69.172.26.176,X,140.2
24484,69.172.26.176,TikTok,399.1
24485,69.172.26.176,Twitch,138.3
24486,247.39.109.55,TikTok,349.4
24487,217.142.176.49,QQ,62.3
24488,217.142.176.49,Twitch,89.8
24489,217.142.176.49,TikTok,242.6
24490,217.142.176.49,LinkedIn,117.7
24491,217.142.176.49,Pinterest,123.0
24492,217.142.176.49,Facebook Messenger,113.7
24493,217.142.176.49,WhatsApp,183.9
24494,217.142.176.49,WeChat,77.4
24495,13.113.254.10,WhatsApp,351.3
24496,13.113.254.10,Twitch,106.1
24497,13.113.254.10,WeChat,89.3
24498,244.75.103.114,Pinterest,74.0
24499,244.75.103.114,Snapchat,184.7
24500,244.75.103.114,Facebook Messenger,109.3
24501,115.70.99.70,Pinterest,97.5
24502,115.70.99.70,Snapchat,297.8
24503,115.70.99.70,QQ,41.8
24504,214.200.135.87,WhatsApp,332.0
24505,214.200.135.87,YouTube,590.2
24506,214.200.135.87,Facebook,158.4
24507,214.200.135.87,Instagram,218.3
24508,214.200.135.87,Twitch,122.0
24509,214.200.135.87,LinkedIn,162.2
24510,214.200.135.87,Snapchat,336.6
24511,214.200.135.87,X,165.8
24512,93.220.188.82,TikTok,422.0
24513,93.220.188.82,LinkedIn,115.3
24514,93.220.188.82,Instagram,278.3
24515,201.101.50.120,Pinterest,158.3
24516,201.101.50.120,Facebook Messenger,140.8
24517,201.101.50.120,YouTube,399.1
24518,201.101.50.120,Instagram,180.0
24519,201.101.50.120,Twitch,114.4
24520,201.101.50.120,X,166.4
24521,201.101.50.120,Snapchat,318.7
24522,201.101.50.120,Facebook,186.3
24523,46.54.50.102,Facebook Messenger,171.7
24524,46.54.50.102,Pinterest,87.8
24525,46.54.50.102,Facebook,163.8
24526,46.54.50.102,Snapchat,357.9
24527,46.54.50.102,TikTok,361.5
24528,179.64.181.113,WhatsApp,259.7
24529,113.31.244.203,WhatsApp,354.9
24530,113.31.244.203,Facebook Messenger,77.1
24531,113.31.244.203,Snapchat,317.8
24532,26.3.33.14,WeChat,138.2
24533,26.3.33.14,QQ,42.4
24534,26.3.33.14,Facebook Messenger,193.9
24535,26.3.33.14,Instagram,314.8
24536,161.65.238.123,Snapchat,307.0
24537,161.65.238.123,Facebook,134.5
24538,161.65.238.123,QQ,74.4
24539,161.65.238.123,X,119.3
24540,161.65.238.123,TikTok,129.7
24541,161.65.238.123,LinkedIn,213.4
24542,100.58.245.245,Instagram,334.5
24543,100.58.245.245,TikTok,242.0
24544,235.115.238.109,Twitch,79.1
24545,235.115.238.109,Instagram,335.0
24546,235.115.238.109,LinkedIn,174.0
24547,235.115.238.109,TikTok,276.5
24548,235.115.238.109,Pinterest,100.8
24549,235.115.238.109,QQ,61.7
24550,206.106.148.192,Facebook,166.8
24551,206.106.148.192,TikTok,293.6
24552,206.106.148.192,Twitch,98.7
24553,206.106.148.192,Facebook Messenger,126.9
24554,206.106.148.192,WeChat,92.2
24555,206.106.148.192,YouTube,614.2
24556,206.106.148.192,Instagram,131.4
24557,23.98.80.12,Pinterest,88.5
24558,23.98.80.12,LinkedIn,153.8
24559,23.98.80.12,Twitch,93.6
24560,23.98.80.12,TikTok,165.3
24561,23.98.80.12,Snapchat,309.0
24562,23.98.80.12,Facebook Messenger,113.9
24563,87.247.63.8,Instagram,327.5
24564,87.247.63.8,X,107.7
24565,140.125.245.51,LinkedIn,138.1
24566,140.125.245.51,Pinterest,127.4
24567,140.125.245.51,QQ,39.3
24568,140.125.245.51,Twitch,127.1
24569,140.125.245.51,Snapchat,273.1
24570,98.10.158.48,Facebook,125.8
24571,98.10.158.48,X,179.0
24572,98.10.158.48,Snapchat,353.7
24573,98.10.158.48,LinkedIn,179.9
24574,98.10.158.48,Instagram,333.6
24575,98.10.158.48,Facebook Messenger,133.3
24576,253.196.169.38,TikTok,323.6
24577,253.196.169.38,WeChat,110.6
24578,253.196.169.38,Facebook,137.2
24579,253.196.169.38,Facebook Messenger,190.7
24580,253.196.169.38,WhatsApp,239.0
24581,253.196.169.38,QQ,40.7
24582,253.196.169.38,X,182.2
24583,253.196.169.38,Snapchat,293.5
24584,89.13.155.73,Facebook,142.5
24585,89.13.155.73,Snapchat,134.3
24586,89.13.155.73,WhatsApp,381.6
24587,89.13.155.73,TikTok,372.9
24588,197.214.35.109,Pinterest,78.5
24589,197.214.35.109,Facebook Messenger,151.4
24590,197.214.35.109,X,103.0
24591,197.214.35.109,WeChat,81.2
24592,197.214.35.109,Twitch,105.8
24593,143.45.214.137,Twitch,121.1
24594,143.45.214.137,Facebook,165.3
24595,143.45.214.137,Snapchat,284.9
24596,143.45.214.137,X,184.3
24597,55.177.215.175,X,145.8
24598,55.177.215.175,Pinterest,110.9
24599,55.177.215.175,LinkedIn,58.7
24600,55.177.215.175,Snapchat,362.6
24601,55.177.215.175,TikTok,359.2
24602,55.177.215.175,WeChat,70.7
24603,55.177.215.175,QQ,67.6
24604,55.177.215.175,YouTube,591.1
24605,51.128.46.51,YouTube,438.6
24606,51.128.46.51,Twitch,82.4
24607,51.128.46.51,WeChat,90.9
24608,51.128.46.51,TikTok,338.0
24609,51.128.46.51,QQ,40.4
24610,51.128.46.51,Facebook Messenger,168.6
24611,80.184.243.173,X,147.4
24612,80.184.243.173,WhatsApp,213.3
24613,80.184.243.173,Facebook,215.8
24614,80.184.243.173,WeChat,104.2
24615,123.185.86.97,Snapchat,245.2
24616,22.90.77.171,TikTok,60.0
24617,185.129.89.214,LinkedIn,127.0
24618,185.129.89.214,WeChat,106.4
24619,185.129.89.214,X,104.6
24620,185.129.89.214,Facebook,186.4
24621,185.129.89.214,Instagram,215.0
24622,205.250.127.9,Facebook,150.5
24623,205.250.127.9,Facebook Messenger,135.6
24624,205.250.127.9,WhatsApp,335.4
24625,205.250.127.9,TikTok,325.2
